kinase_gene,substrate_gene
MAPK1,NR3C2
MAPK1,ABI1
MAPK1,NUP214
MAPK1,SMAD2
MAPK1,TOP2A
MAPK1,FOS
MAPK1,NCF2
MAPK1,PDX1
MAPK1,DUSP1
MAPK1,EIF2AK2
MAPK1,TAGLN2
MAPK1,PML
MAPK1,PITPNM1
MAPK1,GLE1
MAPK1,FHOD1
MAPK1,RPTOR
MAPK1,ARRB1
MAPK1,SLC6A4
MAPK1,CIITA
MAPK1,MAPKAPK2
MAPK1,PPARG
MAPK1,BCL2L11
MAPK1,MCTS1
MAPK1,PCBP2
MAPK1,PDE4D
MAPK1,PTPN7
MAPK1,BANP
MAPK1,L1CAM
MAPK1,CCNB1
MAPK1,NANOG
MAPK1,MED14
MAPK1,HNRNPK
MAPK1,TPPP
MAPK1,NEFL
MAPK1,FOXO3
MAPK1,CRTC2
MAPK1,MAP2K1
MAPK1,ASB2
MAPK1,FOSL2
MAPK1,CSNK2A1
MAPK1,NUP50
MAPK1,PDE4C
MAPK1,NDEL1
MAPK1,MYLK
MAPK1,CIC
MAPK1,SP3
MAPK1,WWC1
MAPK1,FGFR1
MAPK1,GSK3B
MAPK1,LCK
MAPK1,LIFR
MAPK1,CTTN
MAPK1,RRAS2
MAPK1,SHARPIN
MAPK1,TFAM
MAPK1,MYC
MAPK1,ADD1
MAPK1,MCRIP1
MAPK1,GTF2I
MAPK1,DHPS
MAPK1,SPHK2
MAPK1,TCF3
MAPK1,DNMT3A
MAPK1,TTK
MAPK1,STAT3
MAPK1,GRB10
MAPK1,PLA2G4A
MAPK1,TRAP1
MAPK1,DMTN
MAPK1,NCOA6
MAPK1,THRB
MAPK1,CITED2
MAPK1,ETS1
MAPK1,BCL6
MAPK1,SOS1
MAPK1,CDKN1A
MAPK1,MAPK7
MAPK1,YTHDF2
MAPK1,SMAD3
MAPK1,SHC4
MAPK1,SREBF2
MAPK1,NCOA2
MAPK1,SREBF1
MAPK1,GAB1
MAPK1,MYCN
MAPK1,CDKN1B
MAPK1,NFATC4
MAPK1,MBP
MAPK1,KDM4B
MAPK1,ERBB2
MAPK1,EIF4EBP1
MAPK1,CEBPA
MAPK1,NOX5
MAPK1,ERF
MAPK1,SNAI1
MAPK1,PKM
MAPK1,METTL3
MAPK1,EPAS1
MAPK1,BAD
MAPK1,RXRA
MAPK1,SNAI2
MAPK1,EIF4G1
MAPK1,PLCB1
MAPK1,TERF2
MAPK1,CAPN2
MAPK1,PRDX6
MAPK1,MRTFA
MAPK1,DAZAP1
MAPK1,RPS6KA3
MAPK1,ADD2
MAPK1,ALOX5
MAPK1,NCF1
MAPK1,TGS1
MAPK1,MKNK1
MAPK1,CDCA5
MAPK1,TP53BP2
MAPK1,RPS3
MAPK1,AKAP4
MAPK1,TWIST1
MAPK1,ESPL1
MAPK1,MED1
MAPK1,ARHGEF2
MAPK1,RPS6KA5
MAPK1,DLG2
MAPK1,JUN
MAPK1,TXNIP
MAPK1,HSF4
MAPK1,DYRK1B
MAPK1,CEP55
MAPK1,CASP8
MAPK1,PTPRCAP
MAPK1,MAPK1
MAPK1,RORA
MAPK1,STAT5A
MAPK1,DNM1L
MAPK1,HECTD3
MAPK1,EGFR
MAPK1,MAPKAPK5
MAPK1,MARCKS
MAPK1,CDK2
MAPK1,PTPN12
MAPK1,SHOC2
MAPK1,GLRA1
MAPK1,MCL1
MAPK1,RAMAC
MAPK1,BMF
MAPK1,IL2RB
MAPK1,PGK1
MAPK1,ERG
MAPK1,NR4A1
MAPK1,CAD
MAPK1,HSF1
MAPK1,FBXW7
MAPK1,TAB1
MAPK1,HDAC6
MAPK1,NOXA1
MAPK1,GATA6
MAPK1,COPS6
MAPK1,GAB2
MAPK1,SH2B1
MAPK1,DAPK1
MAPK1,EWSR1
MAPK1,LIN28A
MAPK1,PGR
MAPK1,IER3
MAPK1,CEBPB
MAPK1,EIF2S1
MAPK1,SORBS3
MAPK1,AR
MAPK1,NR5A1
MAPK1,EXOC7
CDK14,LRP6
CDK14,CCNY
CDK14,PPP1R2
CDK14,TAGLN2
GSK3A,PPARA
GSK3A,GRB14
GSK3A,LRP6
GSK3A,IRF3
GSK3A,MAFA
GSK3A,NBR1
GSK3A,GSK3A
GSK3A,STAT2
GSK3A,DES
GSK3A,CTNNB1
GSK3A,NDRG1
GSK3A,MITF
GSK3A,RICTOR
GSK3A,MYC
GSK3A,NIFK
GSK3A,STAT3
GSK3A,CD274
GSK3A,BCL2L1
GSK3A,OSBP2
GSK3A,UNG
GSK3A,GPSM3
GSK3A,STMN3
GSK3A,DPYSL2
GSK3A,PRKAA1
GSK3A,BCL3
GSK3A,IL17RA
GSK3A,NCOA3
GSK3A,CCNE1
GSK3A,PKD2
GSK3A,ANKRD28
GSK3A,CDKN1A
GSK3A,AKT1
CDK18,RB1
PDK2,PDHA1
PDK2,PDHA2
PRKACA,SEPT12
TSSK4,CREB1
LIMK2,DSTN
LIMK2,CFL1
EPHB1,GJB1
MTOR,AKT1
MTOR,AKT1S1
MTOR,STAT3
MTOR,RPS6KB1
MTOR,TRIM28
MET,MST1R
MET,IRS1
MET,PTK2
MET,RHOA
MET,IQGAP1
MET,PARP1
MET,SHC1
MET,PBK
MET,INSR
MET,GSK3B
PRKACA,CETN1
PRKACA,PPP1R17
PRKACA,C2ORF88
PRKACA,ADD2
PRKACA,HNRNPA1
PRKACA,CGB3
PRKACA,MARCKS
PRKACA,GP1BB
PRKACA,ATF2
PRKACA,PSEN1
PRKACA,POU2F1
PRKACA,GSTP1
PRKACA,COL4A3
MAPK3,GRB10
DYRK1A,MAPT
DYRK1A,TRAF3
DYRK1A,MEF2D
DYRK1A,CCNL2
DYRK1A,CCND1
DYRK1A,AMPH
DYRK1A,FOXO1
DYRK1A,CDKL5
DYRK1A,SNCA
DYRK1A,DNM1
DYRK1A,RCAN1
DYRK1A,POLR2A
DYRK1A,GLI1
DYRK1A,DYRK1A
DYRK1A,NFATC1
DYRK1A,SF3B1
DYRK1A,LIN52
DYRK1A,SPRY2
DYRK1A,TP53
HIPK1,MECP2
HIPK1,PAGE4
FGFR1,FGFR1
FGFR1,FGFR3
NEK3,NEK3
NEK3,SNAP29
PRKCE,KRT18
MAPK12,SNTA1
NEK11,CDC25A
NEK11,BLM
PIK3R1,AKT1
PLK1,IRS1
PGK1,PDK1
PGK1,PGK1
JAK2,GTF2I
JAK2,BECN1
JAK2,PAK1
JAK2,PRMT5
JAK2,STAP2
JAK2,GRB2
JAK2,PRLR
JAK2,EZH2
JAK2,STAT5A
JAK2,CCR2
JAK2,BRD4
JAK2,JAK2
JAK2,SOCS3
JAK2,STAT3
JAK2,GAB2
JAK2,MAP3K5
JAK2,ARHGEF1
JAK2,H3C1
JAK2,TET2
JAK2,MAPK1
JAK2,PDHA1
JAK2,PDK1
JAK2,MAPK3
JAK2,STAT1
CDK4,RB1
CDK4,TFEB
CDK4,RBL2
CDK4,FOXM1
CDK4,CDC25A
CDK4,FOXO1
CDK4,DNMT1
CDK4,MEF2D
CDK4,TSC2
CDK4,EGLN2
CDK4,TCF3
CDK4,WDR77
CDK4,VCP
CDK4,FLCN
CDK4,RUNX3
CDK4,CELF1
CDK4,RBL1
CDK4,KAT2A
CDK4,GATA4
CDK4,CDKN1A
CDK4,RUNX2
CDK4,PELP1
CDK4,BRCA1
CDK4,TFE3
CDK4,FLNA
CDK4,SOD2
CDK4,MDM4
CDK4,TP53
CDK4,TOB2
CDK4,SPOP
CDK4,RASSF1
MELK,SMAD7
MELK,CDKN1A
MELK,TXN
MELK,PDPK1
MELK,SMAD2
MELK,SMAD4
MELK,SMAD3
MAP3K3,GLI1
MAP3K3,RCAN1
MAPK3,RPS6KB1
MAPK3,SYN3
TGFBR1,TP63
TGFBR1,SMAD2
TGFBR1,ENG
TGFBR1,OTUB1
TGFBR1,TGFBR3
TGFBR1,EEF1A1
AURKB,H3C1
MAP3K21,IL17RB
STK38,PI4KB
MAPKAPK5,SEPTIN8
MAPKAPK5,TP53
MAPKAPK5,TH
MAPKAPK5,DNAJB1
DAPK2,DAPK2
DAPK2,RPTOR
PRKCH,ITGB2
PRKCH,PTPN11
PRKCH,PRKCH
PRKCH,PRKD2
PRKCH,GSK3A
PRKCH,GSK3B
PRKCH,PRKD1
PRKCH,GSTP1
PLK1,DCTN1
PLK1,CCNT1
PLK1,NINL
PLK1,PTEN
PLK1,PINX1
PLK1,CLASP2
PLK1,ANAPC1
PLK1,MAP9
PLK1,PCNT
PLK1,CDC25C
PLK1,PRC1
PLK1,KIF2C
PLK1,KMT2E
PLK1,MAD1L1
PLK1,MDC1
PLK1,CDC27
PLK1,BORA
PLK1,TNKS
PLK1,KNL1
PLK1,TTK
PLK1,CENPQ
PLK1,STK38
PLK1,PPP6R2
PLK1,CDC20
PLK1,TOP2A
PLK1,NEDD1
PLK1,CDC16
PLK1,KIF2B
PLK1,HSPA1B
PLK1,DVL2
PLK1,PTPN1
PLK1,MDM2
PLK1,HNRNPU
PLK1,TOPORS
PLK1,KLF4
PLK1,BRCA1
PLK1,LRRK1
PLK1,ANAPC7
PLK1,CEP68
PLK1,PPP1R7
PLK1,CASP8
PLK1,USP16
PLK1,NCAPH2
PLK1,FOXM1
PLK1,MAP2K1
PLK1,CDC6
PLK1,VIM
PLK1,CCNB1
PLK1,RACGAP1
PLK1,NCAPD3
PLK1,PAX3/FOXO1
PLK1,AXIN2
PLK1,RAD21
PLK1,BRCA2
PLK1,BRF1
PLK1,YY1
PLK1,WDCP
PLK1,CDC25B
PLK1,NUAK1
PLK1,TP53BP1
PLK1,CDC23
PLK1,SUZ12
PLK1,STK3
PLK1,CENPU
PLK1,CHEK2
PLK1,WEE1
PLK1,KDM1A
PLK1,RIOK2
PLK1,RAPGEF2
PLK1,TP73
PLK1,TSC1
PLK1,RUVBL1
PLK1,CEP55
PLK1,BCL2L1
PLK1,TERF1
PLK1,ERCC6L
PLK1,NUDC
PLK1,SNCB
PLK1,KIZ
PLK1,RBBP8
PLK1,MAP2K2
PLK1,CLIP1
PLK1,YAP1
PLK1,TEX14
PLK1,SNCA
PLK1,C1ORF112
PLK1,NOTCH1
PLK1,KIF2A
PLK1,MRE11
PLK1,OPTN
PLK1,CLSPN
PLK1,PIN1
PLK1,ESPL1
PLK1,FBXO5
PLK1,RAP1GAP
PLK1,CIP2A
PLK1,BIRC5
PLK1,IKBKB
PLK1,GTSE1
PLK1,ZMYM2
PLK1,PLEKHG6
PLK1,TRIOBP
PLK1,PRKN
PLK1,CTNNB1
PLK1,SUN1
PLK1,NPM1
PLK1,FADD
PLK1,GORASP1
PLK1,ATXN10
PLK1,KAT7
PLK1,REST
PLK1,MTHFR
PLK1,STIL
PLK1,ANAPC4
PLK1,BUB1B
PLK1,CEP192
PLK1,PKMYT1
PLK1,WDR62
PLK1,MYC
PLK1,PARP10
PLK1,PRKDC
PLK1,SVIL
PLK1,CDCA5
PLK1,PRKAA2
PLK1,RAN
PLK1,SUGT1
PLK1,HSF1
PLK1,SRI
PLK1,TPT1
PLK1,RAD51
PLK1,MAD2L1BP
PLK1,RSF1
PLK1,NEK9
PLK1,ORC2
CDK19,PAK1
CDK19,EIF3F
CDK19,NOTCH1
MAK,MAK
LCK,MAPK3
CDK5,MAPT
CDK5,PIK3C3
CDK5,BACE1
CDK5,APP
CDK5,AMPH
CDK5,DRD2
CDK5,HTR6
CDK5,XDH
CDK5,FOXO1
CDK5,PPP1CA
CDK5,STMN3
CDK5,DLC1
CDK5,DBN1
CDK5,KCNQ2
CDK5,HTT
CDK5,RPA2
CDK5,DPYSL2
CDK5,PTK2
CDK5,AR
CDK5,CDK5R1
CDK5,RPS6KB1
CDK5,TP53
CDK5,CLOCK
CDK5,CRMP1
CDK5,VRK3
CDK5,HIF1A
CDK5,TPPP
CDK5,NEFL
CDK5,FZR1
CDK5,MAP2K1
CDK5,ADD2
CDK5,KCNAB2
CDK5,HTR1A
CDK5,PARP1
CDK5,ADD1
CDK5,RB1
CDK5,NFE2L2
CDK5,DCX
CDK5,STAT3
CDK5,PIP5K1C
CDK5,EFHD2
CDK5,MEF2A
CDK5,CDK5
CDK5,NOS3
CDK5,DNMT1
CDK5,ATM
CDK5,PSEN1
CDK5,TLN1
CDK5,AGAP2
CDK5,NR3C1
CDK5,STXBP2
CDK5,MCL1
CDK5,PXN
CDK5,PKM
CDK5,EPRS1
CDK5,PEBP1
CDK5,CCDC88A
CDK5,BIN1
CDK5,PPFIA1
CDK5,LMTK2
CDK5,DDHD1
CDK5,PMAIP1
CDK5,TRIM59
CDK5,SRC
CDK5,PLD2
CDK5,PPARG
CDK5,TRPC6
CDK5,NDE1
CDK5,DNM1L
CDK5,ELAVL1
CDK5,MEF2D
CDK5,PHACTR3
CDK5,MYC
CDK5,DPYSL3
CDK5,PRKN
CDK5,APEX1
CDK5,KDR
CDK5,CTNNB1
CDK5,AMFR
CDK5,DNM1
CDK5,PPP1R2
CDK5,PRNP
CDK5,HTRA2
CDK5,HDAC5
CDK5,LRRK2
CDK5,AXIN1
CDK5,LMNA
CDK5,TPX2
CDK5,SEPTIN5
CDK5,USF2
CDK5,NFAT5
CDK5,CLASP2
CDK5,VIM
NME2,NME2
NME2,GNB1
NME2,KCNN4
PNCK,HSP90AA1
PNCK,EIF4G3
PNCK,HSP90AB1
MAPK1,BCL3
PRKD2,IFNAR1
PRKD2,PAK4
PRKD2,PI4KB
PRKD2,CTTN
PRKD2,SET
PRKD2,ARFIP1
PRKD2,ITGB4
PRKD2,MFF
PRKD2,CIB1
PRKD2,VASP
PRKD2,HDAC7
PRKD2,SSH1
PRKD2,HDAC5
PRKD2,PKD2
PRKD2,MARK2
PRKD2,PRKD2
PRKD2,RIN1
CAMK2B,DLGAP1
CAMK2B,PRKAA1
CAMK2B,ITGB1
CAMK2B,STMN1
CAMK2B,RETREG1
CAMK2B,OCLN
CAMK2B,CAMK2G
PAK5,PAK5
PAK5,SNPH
PAK5,TCF3
PAK5,DNPEP
PAK5,GATA1
PAK5,AIFM1
ACVR1B,TDP2
CASK,CASK
CASK,NRXN1
FGFR3,FGFR3
FGFR3,CTNNB1
FGFR3,PTEN
FGFR3,TET2
FGFR3,RPS6KA3
FGFR3,CILK1
FGFR3,STAT1
TLK2,ASF1B
TLK2,ASF1A
MAP2K6,MAPK12
MAP2K6,HSF4
MAP2K6,PAK6
MAP2K6,MAPK13
MAP2K6,MAP2K6
MAP2K6,MAPK14
CSK,FYN
PRKCB,OSBPL9
EIF2AK4,MARS1
SGK1,TRPV4
MATK,SIRPA
MATK,LYN
VRK2,COIL
VRK2,USP25
VRK2,BANF1
VRK2,DTNBP1
VRK2,PLK1
PFKP,ATG4B
ROCK1,RDX
ROCK1,SLC9A1
ROCK1,ARHGAP35
ROCK1,FHOD1
ROCK1,ARHGAP24
ROCK1,EZR
ROCK1,GFAP
ROCK1,PTEN
ROCK1,DES
ROCK1,AQP2
ROCK1,PRMT5
ROCK1,RND3
ROCK1,MYL9
ROCK1,KCNK3
ROCK1,PFN1
ROCK1,H3C1
ROCK1,LIMK2
ROCK1,VIM
ROCK1,PTK2
ROCK1,PAWR
ROCK1,SOX9
ROCK1,PPP1R12A
ROCK1,MAPK8IP3
ROCK1,SCRIB
ROCK1,MARCKS
ROCK1,ARHGAP19
ROCK1,MYL12B
ROCK1,DPYSL2
ROCK1,ADD1
ROCK1,NR3C1
ROCK1,MSN
ROCK1,PPP1R12B
ROCK1,DAPK3
ROCK1,LIMK1
CERT1,COL4A3
PKM,BUB3
PKM,H3C1
PKM,STAT3
NEK5,TTLL4
FER,PRKCD
FER,DPYSL2
FER,MET
FER,FER
FER,EZR
FER,AR
FER,NSF
FER,JUP
FER,GAB1
PRKG2,NOS3
PRKG2,PTPN6
PRKG2,PDGFRB
PRKG2,CTH
PRKG2,ERBB2
PRKG2,LASP1
PRKG2,EGFR
PRKG2,PTS
PRKG2,MET
PRKG1,PPP1R17
PRKG1,IRAG1
PRKG1,CFTR
PRKG1,HSPB6
CDKL2,MAP1S
CDK9,SIRT1
CDK9,SMAD1
CDK9,CDK9
CDK9,OGFOD1
CDK9,SUPT5H
CDK9,H1-1
CDK9,POLR2A
CDK9,BORA
CDK9,PPARG
CDK9,RB1
CDK9,TP53
CDK9,NCOA2
CDK9,SMAD3
CDK9,H1-4
CDK9,RCHY1
CDK9,MDM2
CDK9,XRN2
CDK9,AR
MELK,CDC25B
MELK,MELK
MELK,EIF4B
MELK,EZH2
MAP2K1,TARDBP
MAP2K1,MAPK3
MAP2K1,GSK3B
MAP2K1,KRT8
MAP2K1,MACC1
MAP2K1,MAPK1
MAP2K1,TAL1
MAP2K1,HSF1
MAP2K1,RAF1
MAP2K1,PGR
PAK1,HACE1
GRK4,GRK4
GRK4,BDKRB2
SIK2,PIK3R1
SIK2,CDK5R1
SIK2,SIK2
SIK2,CEP250
SIK2,HDAC5
MAPK10,BCL2
MAP2K3,MAP2K3
MAP2K3,MAPK13
MAP2K3,MAPK14
CDK6,RB1
CDK6,TFEB
CDK6,RBL2
CDK6,FOXM1
CDK6,RUNX1
CDK6,TSC2
CDK6,EGLN2
CDK6,PKM
CDK6,CELF1
CDK6,PFKFB3
CDK6,NPM1
CDK6,CDKN1B
CDK6,CDKN1A
CDK6,TFE3
CDK6,FLNA
CDK6,ELAVL1
CDK6,TP53
CDK8,STAT1
CDK8,SMAD1
CDK8,E2F1
CDK8,H3C1
CDK8,CCNH
CDK8,SMAD3
CDK8,NOTCH1
PRKCB,TUBA1B
PRKCB,CD5
PRKCB,VDR
PTK2,CDCP1
PTK2,CTNNB1
PTK2,ITGB7
PTK2,NANOG
PTK2,BECN1
PTK2,ACTN1
PTK2,PXN
PTK2,BCAR1
PTK2,LAT
PTK2,PTK2
PTK2,GIT1
PTK2,ATP2B4
PTK2,TRIO
PTK2,GRB7
PTK2,HDAC5
PTK2,CLDN11
PTK2,SH3GL1
PTK2,RAC1
PTK2,RET
ADCK5,SOX9
EPHB3,EPHB3
TYRO3,MLKL
TYRO3,AKT1
MAST3,ARPP19
PCK1,INSIG2
PCK1,INSIG1
CAMK2A,SLC6A3
RPS6KA1,TERF2IP
RPS6KA1,TBC1D4
RPS6KA1,SLC9A1
RPS6KA1,WWC1
RPS6KA1,NDRG2
RPS6KA1,VASP
RPS6KA1,CDC25B
RPS6KA1,REPS1
RPS6KA1,CDC25C
RPS6KA1,RIOK2
RPS6KA1,RPTOR
RPS6KA1,EEF2K
RPS6KA1,MXD1
RPS6KA1,YBX1
RPS6KA1,PDCD4
RPS6KA1,SOS1
RPS6KA1,LCP1
RPS6KA1,DAPK1
RPS6KA1,METTL1
RPS6KA1,OSTF1
RPS6KA1,CDC25A
RPS6KA1,EPHA2
RPS6KA1,ITGB4
RPS6KA1,FOS
RPS6KA1,NFKBIA
RPS6KA1,APAF1
RPS6KA1,UBR5
RPS6KA1,MAPK7
RPS6KA1,BAD
RPS6KA1,CREB1
RPS6KA1,ARHGAP31
RPS6KA1,GSK3B
RPS6KA1,RANBP3
RPS6KA1,CIC
RPS6KA1,DEPTOR
RPS6KA1,TSC2
RPS6KA1,ESR1
RPS6KA1,CARHSP1
RPS6KA1,SLC9A3R1
RPS6KA1,RPS6
RPS6KA1,CHEK1
RPS6KA1,MITF
RPS6KA1,RELA
RPS6KA1,FLNA
RPS6KA1,CCT2
RPS6KA1,GMFB
RPS6KA1,CDC34
RPS6KA1,MAGI1
RPS6KA1,EIF4B
RPS6KA1,SENP2
PDGFRA,PDGFRA
PDGFRA,CCDC88C
PDGFRA,SRC
TAOK1,RND3
GRK2,RDX
GRK2,OPRL1
GRK2,EDNRA
GRK2,EZR
GRK2,ADRB2
GRK2,SLC9A5
GRK2,OPRM1
GRK2,CHRM2
GRK2,HRH1
GRK2,NPFFR2
GRK2,ADRA1D
GRK2,RAPGEF3
GRK2,MAPK14
GRK2,KCNIP3
GRK2,OPRD1
GRK2,SSTR5
GRK2,ADIPOR1
GRK2,IGF1R
GRK2,TBXA2R
GRK2,FZD6
GRK2,SNCA
GRK2,CLTB
GRK2,MSN
GRK2,SMAD2
GRK2,TP53
NPM/ALK,PKM
NPM/ALK,MSH2
NPM/ALK,WAS
NPM/ALK,STAT1
MAP3K2,CTNNB1
MAP3K2,STK38
MAP3K2,IRF3
PRKAB1,SRSF1
PRKAB1,PDHA1
PRKAB1,POU2F1
PRKAB1,STIM1
PRKAB1,SKP2
PRKAB1,NEDD4L
MAP2K2,KRT8
MAP2K2,MAPK3
DYRK1A,PSEN1
JAK3,STAT5A
JAK3,JAK1
JAK3,CTNNB1
JAK3,SIGLEC10
JAK3,ELAVL1
JAK3,JAK3
JAK3,PLD2
JAK3,EZH2
JAK3,NFATC1
JAK3,SHC1
JAK3,STAT1
LMTK2,PPP1CA
LMTK2,CFTR
LMTK2,PYGB
ITK,DEF6
ITK,BMX
ITK,SIGLEC10
ITK,HAVCR2
ITK,LCP2
ITK,TEC
ITK,BTK
ITK,ITK
ITK,GRAP2
ITK,PLCG1
CLK3,USP13
CSK,YES1
CSK,PTPRC
CSK,LCK
CSK,SRC
CSK,HCK
MAPK7,MAPK7
MAPK7,FOS
MAPK7,MEF2A
MAPK7,MAP2K5
MAPK7,SGK1
MAPK7,ETS1
MAPK7,PML
MAPK7,DLG1
MAPK7,MEF2C
MAPK7,MYC
HIPK2,HIPK2
HIPK2,ZBTB4
HIPK2,KLF3
HIPK2,SIAH2
HIPK2,HMGA1
HIPK2,CTBP1
HIPK2,PML
HIPK2,TLE1
HIPK2,TP53
HIPK2,SIRT1
HIPK2,RUNX1
HIPK2,EP300
HIPK2,CBX4
HIPK2,CEBPB
HIPK2,HDAC3
HIPK2,TP63
HIPK2,NOTCH1
HIPK2,CTBP2
HIPK2,PPM1D
HIPK2,CDKN1B
HIPK2,ELF4
HIPK2,CREB1
HIPK2,SPAST
PIM1,SKP2
TAOK2,RND3
TAOK2,TAOK2
MTOR,ANKRD17
MTOR,IRS1
MTOR,RRAGC
MTOR,MKNK2
MTOR,ULK1
MTOR,BRD9
MTOR,WASHC2A
MTOR,ESR1
MTOR,UVRAG
MTOR,TFEB
MTOR,SRRM1
MTOR,SENP3
MTOR,DAP
MTOR,PKN2
MTOR,NRBF2
MTOR,ELP1
MTOR,AR
MTOR,PASK
MTOR,MTOR
MTOR,LARP6
MTOR,SRRM2
MTOR,DNMT1
MTOR,MAPKAP1
MTOR,RRM1
MTOR,GRB10
MTOR,DUSP10
MTOR,PRKCE
MTOR,LARP1
MTOR,MAF1
MTOR,AMOTL2
MTOR,MYCN
MTOR,RPTOR
MTOR,SOD1
MTOR,EEF2K
MTOR,ELL
MTOR,DEPTOR
MTOR,BAG3
MTOR,RPRD1B
MTOR,SLC7A11
MTOR,PATL1
MTOR,SGK1
MTOR,APBA3
MTOR,YAP1
MTOR,ZNRF2
MTOR,RPS6
MTOR,OXSR1
MTOR,ISCU
MTOR,HSF1
MTOR,MYC
MTOR,PIP4K2C
MTOR,AMBRA1
MTOR,UBR4
MTOR,RUBCNL
MTOR,ZNF768
MTOR,WNK1
PRPF4B,ELK1
PIK3CA,RPS6KB1
PIK3CA,PIK3R1
PIK3CA,TPM1
PIK3CA,AKT1
NEK6,KIF20A
NEK6,SGK1
NEK6,BSG
NEK6,DDR1
NEK6,ACD
NEK6,RBL2
NEK6,RPS6KB1
NEK6,NUP98
NEK6,EML4
NEK6,KIF11
NEK6,STAT3
NEK6,GRIN1
NEK6,PSMD2
NEK6,CDK7
NEK6,HSPA1B
CSNK1A1,SLC4A1
CSNK1A1,FOXG1
CSNK1A1,YWHAQ
CSNK1A1,TARDBP
CSNK1A1,FOXO4
CSNK1A1,CARD11
